loan_reference,borrower_nrc,loan_product_name,amount,custom_interest_rate,application_date,loan_purpose,branch_name,loan_status,approval_date,amount_type,monthly_amount
JUTEM-00225,1000048/00/1,Business Micro Loan,2000,15.0,2023-11-01,Business,Lusaka,6,2023-11-01,,2000
JUTEM-00226,1000048/00/1,Business Micro Loan,7500,20.0,2024-03-01,Business,Lusaka,6,2024-03-01,,2500
JUTEM-00227,1000048/00/1,Business Micro Loan,3000,33.33,2024-08-01,Business,Lusaka,6,2024-08-01,,1500
JUTEM-00228,1000048/00/1,Business Micro Loan,2000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,2000
JUTEM-00229,1000049/00/1,Business Micro Loan,6000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,6000
JUTEM-00230,1000050/00/1,Business Micro Loan,10000,10.0,2025-10-01,Business,Lusaka,6,2025-10-01,,10000
JUTEM-00231,1000050/00/1,Business Micro Loan,10000,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,10000
JUTEM-00232,1000050/00/1,Business Micro Loan,12000,20.0,2025-12-01,Business,Lusaka,6,2025-12-01,,12000
JUTEM-00233,1000050/00/1,Business Micro Loan,10000,10.0,2025-12-01,Business,Lusaka,6,2025-12-01,,10000
JUTEM-00234,1000050/00/1,Business Micro Loan,10400,19.0,2026-01-01,Business,Lusaka,6,2026-01-01,,10400
JUTEM-00235,1000050/00/1,Business Micro Loan,7376,18.0,2026-02-01,Business,Lusaka,5,2026-02-01,,7376
JUTEM-00236,1000051/00/1,Business Micro Loan,4000,25.0,2021-10-01,Business,Lusaka,6,2021-10-01,,4000
JUTEM-00237,1000052/00/1,Business Micro Loan,60000,20.0,2022-06-01,Business,Lusaka,6,2022-06-01,,20000
JUTEM-00238,1000052/00/1,Business Micro Loan,63000,10.0,2022-07-01,Business,Lusaka,6,2022-07-01,,63000
JUTEM-00239,1000052/00/1,Business Micro Loan,127000,30.0,2022-10-01,Business,Lusaka,6,2022-10-01,,127000
JUTEM-00240,1000052/00/1,Business Micro Loan,30000,18.0,2023-08-01,Business,Lusaka,6,2023-08-01,,30000
JUTEM-00241,1000052/00/1,Business Micro Loan,2000,22.0,2023-12-01,Business,Lusaka,6,2023-12-01,,2000
JUTEM-00242,1000052/00/1,Business Micro Loan,2000,40.0,2024-02-01,Business,Lusaka,6,2024-02-01,,2000
JUTEM-00243,1000053/00/1,Business Micro Loan,2500,18.0,2025-10-01,Business,Lusaka,6,2025-10-01,,2500
JUTEM-00244,1000053/00/1,Business Micro Loan,20000,30.0,2025-12-01,Business,Lusaka,6,2025-12-01,,10000
JUTEM-00245,1000054/00/1,Business Micro Loan,4000,10.0,2026-01-01,Business,Lusaka,6,2026-01-01,,4000
JUTEM-00246,1000054/00/1,Business Micro Loan,6000,15.0,2026-02-01,Business,Lusaka,6,2026-02-01,,6000
JUTEM-00247,1000054/00/1,Business Micro Loan,5000,14.0,2026-03-01,Business,Lusaka,5,2026-03-01,,5000
JUTEM-00248,1000055/00/1,Business Micro Loan,3000,21.0,2024-06-01,Business,Lusaka,6,2024-06-01,,3000
JUTEM-00249,1000056/00/1,Business Micro Loan,2500,20.0,2025-09-01,Business,Lusaka,6,2025-09-01,,2500
JUTEM-00250,1000057/00/1,Business Micro Loan,50000,20.0,2024-06-01,Business,Lusaka,6,2024-06-01,,50000
JUTEM-00251,1000058/00/1,Business Micro Loan,10000,5.0,2023-11-01,Business,Lusaka,6,2023-11-01,,10000
JUTEM-00252,1000058/00/1,Business Micro Loan,1500,10.0,2023-11-01,Business,Lusaka,6,2023-11-01,,1500
JUTEM-00253,1000058/00/1,Business Micro Loan,4000,18.0,2023-12-01,Business,Lusaka,6,2023-12-01,,4000
JUTEM-00254,1000058/00/1,Business Micro Loan,10000,15.0,2024-10-01,Business,Lusaka,6,2024-10-01,,10000
JUTEM-00255,1000058/00/1,Business Micro Loan,5769.23,30.0,2024-12-01,Business,Lusaka,6,2024-12-01,,5769.23
JUTEM-00256,1000058/00/1,Business Micro Loan,44230.77,30.0,2025-01-01,Business,Lusaka,5,2025-01-01,,44230.77
JUTEM-00257,1000059/00/1,Business Micro Loan,10000,15.0,2024-09-01,Business,Lusaka,6,2024-09-01,,10000
JUTEM-00258,1000059/00/1,Business Micro Loan,20000,15.0,2024-12-01,Business,Lusaka,6,2024-12-01,,10000
JUTEM-00259,1000060/00/1,Business Micro Loan,10000,15.0,2024-11-01,Business,Lusaka,6,2024-11-01,,10000
JUTEM-00260,1000061/00/1,Business Micro Loan,2200,25.0,2024-03-01,Business,Lusaka,6,2024-03-01,,2200
JUTEM-00261,1000061/00/1,Business Micro Loan,2000,25.0,2024-04-01,Business,Lusaka,6,2024-04-01,,2000
JUTEM-00262,1000061/00/1,Business Micro Loan,2200,25.0,2024-05-01,Business,Lusaka,6,2024-05-01,,2200
JUTEM-00263,1000062/00/1,Business Micro Loan,2500,25.0,2024-09-01,Business,Lusaka,6,2024-09-01,,2500
JUTEM-00264,1000061/00/1,Business Micro Loan,2750,24.98,2024-10-01,Business,Lusaka,6,2024-10-01,,2750
JUTEM-00265,1000063/00/1,Business Micro Loan,2000,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,2000
JUTEM-00266,1000063/00/1,Business Micro Loan,5000,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,5000
JUTEM-00267,1000063/00/1,Business Micro Loan,5000,20.0,2024-01-01,Business,Lusaka,6,2024-01-01,,5000
JUTEM-00268,1000063/00/1,Business Micro Loan,18000,15.0,2024-03-01,Business,Lusaka,6,2024-03-01,,6000
JUTEM-00269,1000063/00/1,Business Micro Loan,20000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,20000
JUTEM-00270,1000063/00/1,Business Micro Loan,25000,20.0,2025-02-01,Business,Lusaka,6,2025-02-01,,25000
JUTEM-00271,1000063/00/1,Business Micro Loan,13000,21.0,2025-04-01,Business,Lusaka,6,2025-04-01,,13000
JUTEM-00272,1000064/00/1,Business Micro Loan,2500,25.0,2024-02-01,Business,Lusaka,6,2024-02-01,,2500
JUTEM-00273,1000065/00/1,Business Micro Loan,4000,20.0,2023-10-01,Business,Lusaka,6,2023-10-01,,4000
JUTEM-00274,1000065/00/1,Business Micro Loan,4000,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,4000
JUTEM-00275,1000065/00/1,Business Micro Loan,6000,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,6000
JUTEM-00276,1000065/00/1,Business Micro Loan,10000,45.0,2024-01-01,Business,Lusaka,6,2024-01-01,,2000
JUTEM-00277,1000065/00/1,Business Micro Loan,7000,60.0,2024-06-01,Business,Lusaka,6,2024-06-01,,1750
JUTEM-00278,1000066/00/1,Business Micro Loan,50000,18.0,2026-03-01,Business,Lusaka,5,2026-03-01,,50000
JUTEM-00279,1000067/00/1,Business Micro Loan,7000,5.0,2025-07-01,Business,Lusaka,6,2025-07-01,,7000
JUTEM-00280,1000068/00/1,Business Micro Loan,5000,20.0,2025-07-01,Business,Lusaka,6,2025-07-01,,5000
JUTEM-00281,1000068/00/1,Business Micro Loan,10000,20.0,2025-08-01,Business,Lusaka,6,2025-08-01,,10000
JUTEM-00282,1000068/00/1,Business Micro Loan,30000,20.0,2025-09-01,Business,Lusaka,6,2025-09-01,,30000
JUTEM-00283,1000069/00/1,Business Micro Loan,2600,25.0,2022-10-01,Business,Lusaka,6,2022-10-01,,2600
JUTEM-00284,1000070/00/1,Business Micro Loan,22500,36.0,2023-07-01,Business,Lusaka,6,2023-07-01,,22500
JUTEM-00285,1000071/00/1,Business Micro Loan,5000,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,2500
JUTEM-00286,1000071/00/1,Business Micro Loan,2000,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,2000
JUTEM-00287,1000071/00/1,Business Micro Loan,3000,25.0,2022-08-01,Business,Lusaka,6,2022-08-01,,3000
JUTEM-00288,1000071/00/1,Business Micro Loan,2000,23.0,2023-07-01,Business,Lusaka,6,2023-07-01,,2000
JUTEM-00289,1000071/00/1,Business Micro Loan,1700,23.0,2023-08-01,Business,Lusaka,6,2023-08-01,,1700
JUTEM-00290,1000071/00/1,Business Micro Loan,2000,25.0,2023-11-01,Business,Lusaka,6,2023-11-01,,2000
JUTEM-00291,1000071/00/1,Business Micro Loan,1200,25.0,2023-12-01,Business,Lusaka,6,2023-12-01,,1200
JUTEM-00292,1000072/00/1,Business Micro Loan,10000,40.0,2021-11-01,Business,Lusaka,6,2021-11-01,,10000
JUTEM-00293,1000072/00/1,Business Micro Loan,5000,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,5000
JUTEM-00294,1000072/00/1,Business Micro Loan,15000,36.0,2022-11-01,Business,Lusaka,6,2022-11-01,,7500
JUTEM-00295,1000072/00/1,Business Micro Loan,15000,36.0,2023-02-01,Business,Lusaka,6,2023-02-01,,7500
JUTEM-00296,1000072/00/1,Business Micro Loan,6400,25.0,2023-04-01,Business,Lusaka,6,2023-04-01,,6400
JUTEM-00297,1000072/00/1,Business Micro Loan,40000,36.0,2023-05-01,Business,Lusaka,6,2023-05-01,,20000
JUTEM-00298,1000072/00/1,Business Micro Loan,17000,12.0,2023-09-01,Business,Lusaka,6,2023-09-01,,17000
JUTEM-00299,1000072/00/1,Business Micro Loan,16666.66,45.0,2023-10-01,Business,Lusaka,6,2023-10-01,,8333.33
JUTEM-00300,1000072/00/1,Business Micro Loan,20000,41.0,2024-01-01,Business,Lusaka,6,2024-01-01,,10000
JUTEM-00301,1000073/00/1,Business Micro Loan,10000,40.0,2022-02-01,Business,Lusaka,6,2022-02-01,,5000
JUTEM-00302,1000073/00/1,Business Micro Loan,20000,36.0,2022-05-01,Business,Lusaka,6,2022-05-01,,10000
JUTEM-00303,1000073/00/1,Business Micro Loan,8333.33,45.0,2023-12-01,Business,Lusaka,6,2023-12-01,,8333.33
JUTEM-00304,1000073/00/1,Business Micro Loan,10000,41.0,2024-03-01,Business,Lusaka,6,2024-03-01,,10000
JUTEM-00305,1000074/00/1,Business Micro Loan,22500,36.0,2023-08-01,Business,Lusaka,5,2023-08-01,,22500
JUTEM-00306,1000075/00/1,Business Micro Loan,2000,7.0,2021-09-01,Business,Lusaka,6,2021-09-01,,2000
JUTEM-00307,1000075/00/1,Business Micro Loan,15000,12.0,2021-11-01,Business,Lusaka,6,2021-11-01,,15000
JUTEM-00308,1000075/00/1,Business Micro Loan,3500,14.29,2022-06-01,Business,Lusaka,6,2022-06-01,,3500
JUTEM-00309,1000075/00/1,Business Micro Loan,40000,5.0,2022-07-01,Business,Lusaka,6,2022-07-01,,40000
JUTEM-00310,1000075/00/1,Business Micro Loan,50000,1.0,2024-09-01,Business,Lusaka,6,2024-09-01,,50000
JUTEM-00311,1000075/00/1,Business Micro Loan,10000,10.0,2024-10-01,Business,Lusaka,6,2024-10-01,,10000
JUTEM-00312,1000075/00/1,Business Micro Loan,30000,16.5,2024-11-01,Business,Lusaka,6,2024-11-01,,30000
JUTEM-00313,1000075/00/1,Business Micro Loan,16406.25,28.0,2025-03-01,Business,Lusaka,6,2025-03-01,,16406.25
JUTEM-00314,1000075/00/1,Business Micro Loan,133593.75,32.49,2025-04-01,Business,Lusaka,6,2025-04-01,,133593.75
JUTEM-00315,1000075/00/1,Business Micro Loan,50000,16.0,2025-06-01,Business,Lusaka,6,2025-06-01,,50000
JUTEM-00316,1000075/00/1,Business Micro Loan,50000,10.0,2025-07-01,Business,Lusaka,6,2025-07-01,,50000
JUTEM-00317,1000076/00/1,Business Micro Loan,140000,30.0,2025-10-01,Business,Lusaka,6,2025-10-01,,70000
JUTEM-00318,1000076/00/1,Business Micro Loan,15000,10.0,2025-11-01,Business,Lusaka,6,2025-11-01,,15000
JUTEM-00319,1000076/00/1,Business Micro Loan,280000,23.0,2026-01-01,Business,Lusaka,6,2026-01-01,,280000
JUTEM-00320,1000076/00/1,Business Micro Loan,30000,2.0,2026-01-01,Business,Lusaka,6,2026-01-01,,30000
JUTEM-00321,1000076/00/1,Business Micro Loan,630000,18.0,2026-02-01,Business,Lusaka,5,2026-02-01,,630000
JUTEM-00322,1000077/00/1,Business Micro Loan,10000,20.0,2026-01-01,Business,Lusaka,6,2026-01-01,,10000
JUTEM-00323,1000077/00/1,Business Micro Loan,7500,14.0,2026-02-01,Business,Lusaka,5,2026-02-01,,7500
JUTEM-00324,1000078/00/1,Business Micro Loan,170000,36.0,2024-11-01,Business,Lusaka,6,2024-11-01,,42500
JUTEM-00325,1000078/00/1,Business Micro Loan,50000,10.0,2024-12-01,Business,Lusaka,6,2024-12-01,,50000
JUTEM-00326,1000078/00/1,Business Micro Loan,10000,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,10000
JUTEM-00327,1000079/00/1,Business Micro Loan,38000,10.0,2024-10-01,Business,Lusaka,6,2024-10-01,,38000
JUTEM-00328,1000080/00/1,Business Micro Loan,2000,25.0,2024-02-01,Business,Lusaka,6,2024-02-01,,2000
JUTEM-00329,1000081/00/1,Business Micro Loan,550000,20.0,2024-06-01,Business,Lusaka,6,2024-06-01,,550000
JUTEM-00330,1000081/00/1,Business Micro Loan,550000,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,550000
JUTEM-00331,1000081/00/1,Business Micro Loan,200000,19.0,2025-07-01,Business,Lusaka,6,2025-07-01,,200000
JUTEM-00332,1000082/00/1,Business Micro Loan,550000,20.0,2024-05-01,Business,Lusaka,6,2024-05-01,,550000
JUTEM-00333,1000083/00/1,Business Micro Loan,1000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,1000
JUTEM-00334,1000083/00/1,Business Micro Loan,2000,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2000
JUTEM-00335,1000084/00/1,Business Micro Loan,300000,27.0,2025-07-01,Business,Lusaka,6,2025-07-01,,300000
JUTEM-00336,1000085/00/1,Business Micro Loan,600,20.0,2021-08-01,Business,Lusaka,6,2021-08-01,,600
JUTEM-00337,1000085/00/1,Business Micro Loan,800,20.0,2021-09-01,Business,Lusaka,6,2021-09-01,,800
JUTEM-00338,1000085/00/1,Business Micro Loan,1600,25,2021-10-01,Business,Lusaka,6,2021-10-01,,1600
JUTEM-00339,1000085/00/1,Business Micro Loan,2000,15.0,2021-11-01,Business,Lusaka,6,2021-11-01,,2000
JUTEM-00340,1000085/00/1,Business Micro Loan,4800,8.33,2021-11-01,Business,Lusaka,6,2021-11-01,,4800
JUTEM-00341,1000085/00/1,Business Micro Loan,4000,20.0,2022-01-01,Business,Lusaka,6,2022-01-01,,2000
JUTEM-00342,1000085/00/1,Business Micro Loan,3620,5.52,2022-05-01,Business,Lusaka,6,2022-05-01,,3620
JUTEM-00343,1000085/00/1,Business Micro Loan,3800,10.53,2022-05-01,Business,Lusaka,6,2022-05-01,,3800
JUTEM-00344,1000086/00/1,Business Micro Loan,50000,5.0,2023-12-01,Business,Lusaka,6,2023-12-01,,50000
JUTEM-00345,1000087/00/1,Business Micro Loan,150000,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,150000
JUTEM-00346,1000087/00/1,Business Micro Loan,80000,10.0,2025-02-01,Business,Lusaka,6,2025-02-01,,80000
JUTEM-00347,1000087/00/1,Business Micro Loan,45000,19.0,2025-03-01,Business,Lusaka,6,2025-03-01,,45000
JUTEM-00348,1000087/00/1,Business Micro Loan,95000,23.16,2025-04-01,Business,Lusaka,6,2025-04-01,,95000
JUTEM-00349,1000087/00/1,Business Micro Loan,48340,15.0,2025-06-01,Business,Lusaka,6,2025-06-01,,48340
JUTEM-00350,1000087/00/1,Business Micro Loan,120000,25.0,2025-07-01,Business,Lusaka,6,2025-07-01,,120000
JUTEM-00351,1000088/00/1,Business Micro Loan,1870.5,39.0,2025-11-01,Business,Lusaka,6,2025-11-01,,935.25
JUTEM-00352,1000088/00/1,Business Micro Loan,8129.5,39.0,2026-01-01,Business,Lusaka,6,2026-01-01,,8129.5
JUTEM-00353,1000088/00/1,Business Micro Loan,2972.98,11.0,2026-01-01,Business,Lusaka,6,2026-01-01,,1486.49
JUTEM-00354,1000088/00/1,Business Micro Loan,12027.03,38.44,2026-03-01,Business,Lusaka,5,2026-03-01,,12027.03
JUTEM-00355,1000089/00/1,Business Micro Loan,60000,25.0,2021-05-01,Business,Lusaka,6,2021-05-01,,20000
JUTEM-00356,1000089/00/1,Business Micro Loan,25000,20.0,2022-07-01,Business,Lusaka,6,2022-07-01,,25000
JUTEM-00357,1000089/00/1,Business Micro Loan,50000,23.0,2022-11-01,Business,Lusaka,6,2022-11-01,,50000
JUTEM-00358,1000089/00/1,Business Micro Loan,12300,23.0,2022-12-01,Business,Lusaka,6,2022-12-01,,12300
JUTEM-00359,1000089/00/1,Business Micro Loan,10000,23.0,2023-01-01,Business,Lusaka,6,2023-01-01,,10000
JUTEM-00360,1000089/00/1,Business Micro Loan,30000,23.0,2023-01-01,Business,Lusaka,6,2023-01-01,,30000
JUTEM-00361,1000089/00/1,Business Micro Loan,80000,23.0,2023-02-01,Business,Lusaka,6,2023-02-01,,40000
JUTEM-00362,1000089/00/1,Business Micro Loan,10000,23.0,2023-03-01,Business,Lusaka,6,2023-03-01,,10000
JUTEM-00363,1000089/00/1,Business Micro Loan,20000,23.0,2023-04-01,Business,Lusaka,6,2023-04-01,,20000
JUTEM-00364,1000089/00/1,Business Micro Loan,3000,23.0,2023-06-01,Business,Lusaka,6,2023-06-01,,3000
JUTEM-00365,1000089/00/1,Business Micro Loan,7000,23.0,2023-07-01,Business,Lusaka,6,2023-07-01,,7000
JUTEM-00366,1000089/00/1,Business Micro Loan,20000,20.0,2023-08-01,Business,Lusaka,6,2023-08-01,,10000
JUTEM-00367,1000089/00/1,Business Micro Loan,4000,15.0,2023-08-01,Business,Lusaka,6,2023-08-01,,4000
JUTEM-00368,1000090/00/1,Business Micro Loan,3000,23.0,2022-06-01,Business,Lusaka,6,2022-06-01,,3000
JUTEM-00369,1000091/00/1,Business Micro Loan,5000,28.0,2025-04-01,Business,Lusaka,6,2025-04-01,,2500
JUTEM-00370,1000092/00/1,Business Micro Loan,10000,12.0,2023-09-01,Business,Lusaka,6,2023-09-01,,10000
JUTEM-00371,1000092/00/1,Business Micro Loan,33000,18.0,2024-01-01,Business,Lusaka,6,2024-01-01,,11000
JUTEM-00372,1000092/00/1,Business Micro Loan,3000,33.33,2024-05-01,Business,Lusaka,6,2024-05-01,,3000
JUTEM-00373,1000092/00/1,Business Micro Loan,6000,9.0,2024-06-01,Business,Lusaka,6,2024-06-01,,6000
JUTEM-00374,1000092/00/1,Business Micro Loan,5000,12.0,2024-09-01,Business,Lusaka,6,2024-09-01,,5000
JUTEM-00375,1000092/00/1,Business Micro Loan,4500,8.89,2025-01-01,Business,Lusaka,6,2025-01-01,,4500
JUTEM-00376,1000092/00/1,Business Micro Loan,5000,12.0,2025-04-01,Business,Lusaka,6,2025-04-01,,5000
JUTEM-00377,1000093/00/1,Business Micro Loan,10000,10.0,2022-03-01,Business,Lusaka,6,2022-03-01,,10000
JUTEM-00378,1000093/00/1,Business Micro Loan,4000,15.0,2022-05-01,Business,Lusaka,6,2022-05-01,,4000
JUTEM-00379,1000093/00/1,Business Micro Loan,15000,19.0,2024-08-01,Business,Lusaka,6,2024-08-01,,15000
JUTEM-00380,1000094/00/1,Business Micro Loan,13000,18.0,2025-08-01,Business,Lusaka,6,2025-08-01,,13000
JUTEM-00381,1000094/00/1,Business Micro Loan,30000,15.0,2025-11-01,Business,Lusaka,6,2025-11-01,,10000
JUTEM-00382,1000094/00/1,Business Micro Loan,40000,18.0,2026-01-01,Business,Lusaka,6,2026-01-01,,20000
JUTEM-00383,1000094/00/1,Business Micro Loan,25000,18.0,2026-03-01,Business,Lusaka,5,2026-03-01,,25000
JUTEM-00384,1000095/00/1,Business Micro Loan,4374,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,4374
JUTEM-00385,1000096/00/1,Business Micro Loan,11500,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,11500
JUTEM-00386,1000096/00/1,Business Micro Loan,20000,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,20000
JUTEM-00387,1000096/00/1,Business Micro Loan,10000,25.0,2022-08-01,Business,Lusaka,6,2022-08-01,,10000
JUTEM-00388,1000097/00/1,Business Micro Loan,10000,25.0,2021-11-01,Business,Lusaka,6,2021-11-01,,10000
JUTEM-00389,1000098/00/1,Business Micro Loan,4000,25.0,2021-05-01,Business,Lusaka,6,2021-05-01,,4000
JUTEM-00390,1000098/00/1,Business Micro Loan,3500,15.0,2021-11-01,Business,Lusaka,6,2021-11-01,,3500
JUTEM-00391,1000098/00/1,Business Micro Loan,5500,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,5500
JUTEM-00392,1000098/00/1,Business Micro Loan,5000,15.0,2022-01-01,Business,Lusaka,6,2022-01-01,,5000
JUTEM-00393,1000098/00/1,Business Micro Loan,4000,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,4000
JUTEM-00394,1000098/00/1,Business Micro Loan,4000,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,4000
JUTEM-00395,1000098/00/1,Business Micro Loan,3000,15.0,2022-04-01,Business,Lusaka,6,2022-04-01,,3000
JUTEM-00396,1000098/00/1,Business Micro Loan,2450,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,2450
JUTEM-00397,1000098/00/1,Business Micro Loan,15000,17.0,2022-09-01,Business,Lusaka,6,2022-09-01,,15000
JUTEM-00398,1000099/00/1,Business Micro Loan,30000,15.0,2022-05-01,Business,Lusaka,6,2022-05-01,,15000
JUTEM-00399,1000100/00/1,Business Micro Loan,60000,17.0,2026-01-01,Business,Lusaka,6,2026-01-01,,60000
JUTEM-00400,1000101/00/1,Business Micro Loan,105000,29.52,2026-01-01,Business,Lusaka,6,2026-01-01,,105000
JUTEM-00401,1000101/00/1,Business Micro Loan,10000,8.0,2026-02-01,Business,Lusaka,6,2026-02-01,,10000
JUTEM-00402,1000102/00/1,Business Micro Loan,1666.67,40.0,2024-12-01,Business,Lusaka,6,2024-12-01,,1666.67
JUTEM-00403,1000102/00/1,Business Micro Loan,2333,24.3,2025-01-01,Business,Lusaka,6,2025-01-01,,2333
JUTEM-00404,1000103/00/1,Business Micro Loan,300,20.0,2021-07-01,Business,Lusaka,6,2021-07-01,,300
JUTEM-00405,1000103/00/1,Business Micro Loan,6000,25.0,2021-09-01,Business,Lusaka,6,2021-09-01,,2000
JUTEM-00406,1000103/00/1,Business Micro Loan,500,25.0,2021-09-01,Business,Lusaka,6,2021-09-01,,500
JUTEM-00407,1000103/00/1,Business Micro Loan,1800,23.0,2022-01-01,Business,Lusaka,6,2022-01-01,,1800
JUTEM-00408,1000103/00/1,Business Micro Loan,2000,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,2000
JUTEM-00409,1000103/00/1,Business Micro Loan,5000,15.0,2022-03-01,Business,Lusaka,6,2022-03-01,,2500
JUTEM-00410,1000103/00/1,Business Micro Loan,2500,20.0,2022-05-01,Business,Lusaka,6,2022-05-01,,2500
JUTEM-00411,1000103/00/1,Business Micro Loan,2000,15.0,2022-06-01,Business,Lusaka,6,2022-06-01,,2000
JUTEM-00412,1000103/00/1,Business Micro Loan,1500,13.0,2022-12-01,Business,Lusaka,6,2022-12-01,,1500
JUTEM-00413,1000103/00/1,Business Micro Loan,3000,20.0,2023-03-01,Business,Lusaka,6,2023-03-01,,3000
JUTEM-00414,1000103/00/1,Business Micro Loan,4000,20.0,2023-08-01,Business,Lusaka,6,2023-08-01,,4000
JUTEM-00415,1000103/00/1,Business Micro Loan,10000,22.0,2024-05-01,Business,Lusaka,6,2024-05-01,,2000
JUTEM-00416,1000103/00/1,Business Micro Loan,3333.34,40.0,2024-10-01,Business,Lusaka,6,2024-10-01,,1666.67
JUTEM-00417,1000103/00/1,Business Micro Loan,4500,20.0,2025-07-01,Business,Lusaka,6,2025-07-01,,4500
JUTEM-00418,1000103/00/1,Business Micro Loan,2000,39.0,2025-09-01,Business,Lusaka,6,2025-09-01,,2000
JUTEM-00419,1000104/00/1,Business Micro Loan,2500,17.0,2025-04-01,Business,Lusaka,6,2025-04-01,,2500
JUTEM-00420,1000104/00/1,Business Micro Loan,4893.34,39.0,2025-12-01,Business,Lusaka,5,2025-12-01,,2446.67
JUTEM-00421,1000104/00/1,Business Micro Loan,2446.67,39.0,2026-02-01,Business,Lusaka,5,2026-02-01,,2446.67
JUTEM-00422,1000105/00/1,Business Micro Loan,20000,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,20000
JUTEM-00423,1000105/00/1,Business Micro Loan,140000,19.0,2026-02-01,Business,Lusaka,5,2026-02-01,,70000
JUTEM-00424,1000106/00/1,Business Micro Loan,4000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,4000
JUTEM-00425,1000106/00/1,Business Micro Loan,2500,22.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2500
JUTEM-00426,1000106/00/1,Business Micro Loan,4000,35.0,2022-08-01,Business,Lusaka,6,2022-08-01,,2000
JUTEM-00427,1000107/00/1,Business Micro Loan,6000,20.0,2023-10-01,Business,Lusaka,6,2023-10-01,,6000
JUTEM-00428,1000108/00/1,Business Micro Loan,4000,25.0,2023-09-01,Business,Lusaka,6,2023-09-01,,4000
JUTEM-00429,1000109/00/1,Business Micro Loan,3666.67,44.98,2024-01-01,Business,Lusaka,6,2024-01-01,,3666.67
JUTEM-00430,1000110/00/1,Business Micro Loan,3100,25.0,2023-12-01,Business,Lusaka,6,2023-12-01,,3100
JUTEM-00431,1000110/00/1,Business Micro Loan,2100,25.0,2024-01-01,Business,Lusaka,6,2024-01-01,,2100
JUTEM-00432,1000110/00/1,Business Micro Loan,3666.67,44.98,2024-02-01,Business,Lusaka,6,2024-02-01,,3666.67
JUTEM-00433,1000110/00/1,Business Micro Loan,3666.67,44.98,2024-03-01,Business,Lusaka,6,2024-03-01,,3666.67
JUTEM-00434,1000110/00/1,Business Micro Loan,3000,25.0,2024-05-01,Business,Lusaka,6,2024-05-01,,3000
